datetime,open,high,low,close,volume
2020-02-14,11105.6103515625,11152.5703125,11078.9501953125,11128.8095703125,54159800
2020-02-17,11156.240234375,11180.98046875,11136.3603515625,11168.4501953125,37288000
2020-02-18,11094.8701171875,11178.650390625,11094.08984375,11146.2802734375,51959000
2020-02-19,11189.8095703125,11264.330078125,11173.66015625,11263.009765625,58003500
2020-02-20,11255.66015625,11270.0,11154.5302734375,11154.5302734375,93014600
2020-02-21,11108.26953125,11172.4404296875,11057.5302734375,11110.7802734375,106251300
2020-02-24,11086.0,11086.849609375,10650.0703125,10712.83984375,126829400
2020-02-25,10749.58984375,10779.150390625,10467.2099609375,10478.509765625,102515000
2020-02-26,10405.2998046875,10546.669921875,10216.5498046875,10512.150390625,114156000
2020-02-27,10456.8203125,10461.169921875,10094.919921875,10205.4599609375,144743200
2020-02-28,10205.4599609375,10205.4599609375,9725.3203125,9831.0302734375,183600400
2020-03-02,9844.26953125,10136.6201171875,9790.419921875,9950.830078125,155090700
2020-03-03,9999.51953125,10286.2900390625,9990.6103515625,10087.400390625,139053100
2020-03-04,10128.759765625,10296.0302734375,10072.23046875,10251.3896484375,103471100
2020-03-05,10303.759765625,10321.419921875,10045.099609375,10143.5703125,106754000
2020-03-06,10139.7802734375,10142.3095703125,9652.509765625,9736.8203125,142806600
2020-03-09,9736.8203125,9736.8203125,9059.1103515625,9196.599609375,223193300
2020-03-10,9247.6396484375,9576.0400390625,9150.5400390625,9195.9296875,194117000
2020-03-11,9256.4501953125,9373.919921875,9130.1904296875,9152.5,146253700
2020-03-12,9152.5,9152.5,8168.85986328125,8270.4404296875,265735200
2020-03-13,8282.509765625,9042.5400390625,8266.48046875,8367.5595703125,231693100
2020-03-16,8360.08984375,8391.2099609375,7650.22998046875,8227.080078125,203959400
2020-03-17,8227.080078125,8627.48046875,7953.52978515625,8493.0400390625,154196900
2020-03-18,8493.0400390625,8493.0400390625,8094.89990234375,8338.740234375,211120400
2020-03-19,8361.08984375,8782.240234375,8327.8603515625,8782.240234375,187655200
2020-03-20,8782.150390625,9174.580078125,8623.8603515625,8623.8603515625,255263700
2020-03-23,8623.8603515625,8642.419921875,8160.7900390625,8160.7900390625,150088900
2020-03-24,8187.509765625,8733.3203125,8187.02001953125,8733.3203125,140992000
2020-03-25,8772.01953125,9136.830078125,8664.4404296875,8989.16015625,148182700
2020-03-26,8895.1796875,9203.98046875,8824.16015625,9203.98046875,125626100
2020-03-27,9174.9501953125,9192.9697265625,8868.0498046875,8996.3701171875,110296800
2020-03-30,9047.7099609375,9174.3896484375,8866.349609375,9174.3896484375,94710900
2020-03-31,9184.7802734375,9370.849609375,9155.1103515625,9311.919921875,107286200
2020-04-01,9311.919921875,9311.919921875,9036.73046875,9168.98046875,88874800
2020-04-02,9212.08984375,9318.6103515625,9075.150390625,9270.9599609375,83439000
2020-04-03,9281.330078125,9309.8701171875,9219.099609375,9242.4404296875,70420600
2020-04-06,9259.73046875,9522.1103515625,9259.08984375,9462.33984375,81874800
2020-04-07,9470.48046875,9695.83984375,9450.75,9514.599609375,98119700
2020-04-08,9427.41015625,9452.9404296875,9350.2197265625,9432.3896484375,70188800
2020-04-09,9465.8603515625,9550.3701171875,9321.9296875,9452.830078125,96880600
2020-04-14,9507.4599609375,9613.76953125,9499.23046875,9538.6103515625,78263800
2020-04-15,9529.6796875,9568.099609375,9309.9404296875,9320.2001953125,82825400
2020-04-16,9416.2001953125,9474.7998046875,9381.2001953125,9439.91015625,89572200
2020-04-17,9455.16015625,9663.0302734375,9453.66015625,9612.830078125,116140800
2020-04-20,9669.3203125,9785.26953125,9583.669921875,9785.26953125,67183500
2020-04-21,9734.9599609375,9762.740234375,9544.4697265625,9547.849609375,73139400
2020-04-22,9620.8896484375,9650.580078125,9566.5400390625,9630.5595703125,62898100
2020-04-23,9625.75,9701.599609375,9529.990234375,9625.48046875,75278400
2020-04-24,9560.0,9679.6904296875,9552.349609375,9625.650390625,69740700
2020-04-27,9610.400390625,9784.58984375,9610.400390625,9758.8203125,77380000
2020-04-28,9787.3896484375,9948.83984375,9780.9501953125,9889.4599609375,117984300
2020-04-29,9847.41015625,9895.009765625,9799.080078125,9865.3203125,106556400
2020-04-30,9850.8701171875,9877.2998046875,9629.400390625,9629.400390625,113042100
2020-05-04,9618.9296875,9619.3798828125,9389.66015625,9390.26953125,104022600
2020-05-05,9444.580078125,9512.169921875,9416.1396484375,9512.169921875,79360900
2020-05-06,9506.2802734375,9597.330078125,9480.099609375,9571.7001953125,68767700
2020-05-07,9609.1298828125,9635.9599609375,9555.6103515625,9617.98046875,65780900
2020-05-08,9666.66015625,9688.6298828125,9628.759765625,9665.349609375,43191400
2020-05-11,9679.5302734375,9726.240234375,9590.740234375,9689.7099609375,55080300
2020-05-12,9693.0595703125,9760.5400390625,9674.0703125,9733.5302734375,54570300
2020-05-13,9679.8798828125,9694.3603515625,9621.490234375,9631.6201171875,78830600
2020-05-14,9581.599609375,9592.5,9393.4697265625,9448.1396484375,94220400
2020-05-15,9526.4404296875,9576.5703125,9474.1396484375,9483.099609375,71676100
2020-05-18,9536.7197265625,9740.76953125,9533.7998046875,9740.76953125,74284300
2020-05-19,9741.2099609375,9785.1796875,9703.6103515625,9764.23046875,80453000
2020-05-20,9731.900390625,9790.849609375,9716.75,9790.849609375,60840300
2020-05-22,9713.75,9729.2900390625,9604.3701171875,9688.990234375,72600200
2020-05-25,9743.1298828125,9832.349609375,9711.75,9824.5400390625,42222900
2020-05-26,9879.0595703125,9884.330078125,9790.25,9830.830078125,81597300
2020-05-27,9853.900390625,9856.91015625,9673.150390625,9716.51953125,115382400
2020-05-28,9776.9296875,9966.0498046875,9769.4501953125,9926.0302734375,101197200
2020-05-29,9918.5,9944.5302734375,9823.73046875,9831.490234375,135187200
2020-06-02,9874.83984375,9979.1796875,9872.9599609375,9951.4501953125,93010000
2020-06-03,9962.2197265625,10183.849609375,9954.08984375,10183.76953125,112950100
2020-06-04,10152.58984375,10203.91015625,10024.01953125,10075.6796875,97600400
2020-06-05,10082.5595703125,10190.3701171875,10061.830078125,10190.3701171875,100087300
2020-06-08,10114.01953125,10188.2998046875,10082.0498046875,10152.76953125,85224500
2020-06-09,10153.3896484375,10206.6396484375,10112.4296875,10184.8203125,98868000
2020-06-10,10190.0703125,10218.259765625,10122.3798828125,10147.1796875,83175100
2020-06-11,10108.1796875,10116.7099609375,9828.580078125,9828.580078125,101233600
2020-06-12,9800.009765625,9913.900390625,9723.8896484375,9796.3701171875,74554900
2020-06-15,9762.9501953125,9874.6103515625,9633.2001953125,9842.5595703125,74227700
2020-06-16,9873.4501953125,10098.5,9869.25,10034.2900390625,87519800
2020-06-17,10084.099609375,10218.0498046875,10074.9501953125,10202.1904296875,66131700
2020-06-18,10191.8798828125,10218.58984375,10131.6796875,10186.5,72280400
2020-06-19,10226.5302734375,10291.4599609375,10200.4599609375,10266.2900390625,157011600
2020-06-22,10196.01953125,10272.9404296875,10144.8603515625,10151.1298828125,56464800
2020-06-23,10205.7197265625,10265.8203125,10180.8095703125,10246.5595703125,67986900
2020-06-24,10187.7802734375,10216.51953125,10021.990234375,10021.990234375,75172800
2020-06-25,9976.0,10089.830078125,9925.9599609375,10089.830078125,68197000
2020-06-26,10163.91015625,10172.150390625,10018.2001953125,10041.91015625,68579300
2020-06-29,10021.8896484375,10080.849609375,10004.259765625,10060.4599609375,54857000
2020-06-30,10070.9599609375,10077.23046875,10000.8203125,10045.2998046875,53420200
2020-07-01,10027.4501953125,10142.2197265625,9991.490234375,10089.669921875,62466500
2020-07-02,10157.830078125,10187.5595703125,10113.0302734375,10187.5595703125,66545900
2020-07-03,10204.490234375,10210.150390625,10110.25,10125.83984375,33570300
2020-07-06,10248.8798828125,10268.1904296875,10197.3798828125,10253.3798828125,50513400
2020-07-07,10213.5400390625,10228.8603515625,10157.51953125,10207.9599609375,46365500
2020-07-08,10150.6201171875,10224.0703125,10145.3896484375,10178.41015625,50649200
2020-07-09,10219.150390625,10265.830078125,10117.650390625,10143.3798828125,50169700
2020-07-10,10114.919921875,10242.3798828125,10113.490234375,10229.9697265625,47714100
2020-07-13,10298.8203125,10304.0400390625,10220.330078125,10300.9599609375,50905300
2020-07-14,10204.8798828125,10259.5,10117.6396484375,10259.5,64966000
2020-07-15,10358.830078125,10501.33984375,10330.419921875,10460.009765625,62956800
2020-07-16,10402.240234375,10433.4296875,10356.7001953125,10433.4296875,50418800
2020-07-17,10428.900390625,10430.8896484375,10370.7197265625,10410.51953125,45170400
2020-07-20,10388.16015625,10491.08984375,10341.51953125,10470.919921875,45227100
2020-07-21,10495.2001953125,10535.330078125,10421.830078125,10444.0498046875,68407500
2020-07-22,10406.2099609375,10447.990234375,10375.98046875,10439.0400390625,60036500
2020-07-23,10456.66015625,10477.48046875,10367.6396484375,10383.3798828125,58846800
2020-07-24,10271.3798828125,10273.2802734375,10181.2998046875,10214.2099609375,50387400
2020-07-27,10174.7197265625,10297.23046875,10174.2802734375,10272.33984375,46193800
2020-07-28,10292.2197265625,10320.2001953125,10222.8896484375,10277.2001953125,55779300
2020-07-29,10276.9404296875,10295.51953125,10242.400390625,10272.8095703125,54817100
2020-07-30,10267.6103515625,10274.0400390625,10007.849609375,10095.33984375,73533200
2020-07-31,10127.0302734375,10199.6201171875,9984.990234375,10005.900390625,70667400
2020-08-03,10013.3603515625,10279.7998046875,9999.5498046875,10229.669921875,57347300
2020-08-04,10244.98046875,10256.919921875,10107.2900390625,10162.0400390625,52029900
2020-08-05,10199.3095703125,10220.8603515625,10097.8701171875,10097.9697265625,37789700
2020-08-06,10084.9599609375,10149.900390625,10015.4599609375,10067.1298828125,47558100
2020-08-07,10061.7001953125,10126.9296875,10039.0595703125,10068.0302734375,37232200
2020-08-10,10080.48046875,10144.1103515625,10061.1904296875,10090.91015625,40074900
2020-08-11,10133.2900390625,10213.4697265625,10109.099609375,10153.240234375,51399800
2020-08-12,10142.6201171875,10290.8701171875,10134.73046875,10278.66015625,49916100
2020-08-13,10280.6298828125,10303.01953125,10243.26953125,10260.1103515625,41958000
2020-08-14,10225.9296875,10235.4501953125,10095.2197265625,10163.599609375,37951200
2020-08-17,10174.919921875,10228.080078125,10120.41015625,10228.0595703125,32356400
2020-08-18,10189.6396484375,10257.9404296875,10142.4599609375,10168.400390625,43962300
2020-08-19,10153.2998046875,10310.009765625,10139.3095703125,10310.009765625,41386300
2020-08-20,10233.5595703125,10276.58984375,10209.2001953125,10229.919921875,40438100
2020-08-21,10266.3701171875,10286.2197265625,10169.66015625,10218.2001953125,41312900
2020-08-24,10313.66015625,10356.75,10280.9404296875,10308.3896484375,42550700
2020-08-25,10330.099609375,10346.73046875,10231.25,10231.25,43448300
2020-08-26,10205.1796875,10321.3203125,10202.1298828125,10309.650390625,33630900
2020-08-27,10312.9296875,10331.4296875,10240.4599609375,10240.4599609375,39229000
2020-08-28,10233.48046875,10254.400390625,10147.150390625,10164.490234375,41039300
2020-08-31,10196.2099609375,10245.01953125,10132.8095703125,10135.5595703125,50992800
2020-09-01,10228.9697265625,10283.1103515625,10154.3798828125,10188.849609375,53980700
2020-09-02,10262.259765625,10415.6201171875,10254.599609375,10384.83984375,61804500
2020-09-03,10452.099609375,10511.1298828125,10195.83984375,10220.6396484375,73835100
2020-09-04,10146.490234375,10309.5498046875,10091.98046875,10153.08984375,62403800
2020-09-07,10211.9501953125,10341.8701171875,10204.419921875,10297.7998046875,39089800
2020-09-08,10320.83984375,10342.4599609375,10150.4404296875,10250.4404296875,57638000
2020-09-09,10290.0498046875,10430.6396484375,10274.349609375,10406.5703125,54823400
2020-09-10,10394.8095703125,10425.7998046875,10333.5302734375,10387.4404296875,50728700
2020-09-11,10358.6103515625,10474.330078125,10356.2802734375,10439.51953125,48064900
2020-09-14,10482.3896484375,10494.8603515625,10405.9599609375,10457.4296875,67073800
2020-09-15,10476.919921875,10562.01953125,10452.91015625,10520.0,56924900
2020-09-16,10519.740234375,10580.3798828125,10519.0302734375,10552.0400390625,60283500
2020-09-17,10441.9404296875,10544.349609375,10438.6103515625,10519.330078125,57363200
2020-09-18,10532.259765625,10591.66015625,10508.3095703125,10539.169921875,143369900
2020-09-21,10470.2998046875,10495.490234375,10276.5,10325.4404296875,80012800
2020-09-22,10364.150390625,10403.5498046875,10318.3203125,10355.5703125,57844100
2020-09-23,10368.650390625,10439.740234375,10327.5400390625,10330.0595703125,52697100
2020-09-24,10237.4599609375,10269.1298828125,10156.0498046875,10211.5302734375,61950200
2020-09-25,10226.8095703125,10249.0703125,10118.080078125,10216.2802734375,64002500
2020-09-28,10336.5,10359.6396484375,10261.4296875,10308.669921875,56841800
2020-09-29,10266.48046875,10284.9296875,10216.419921875,10229.2998046875,42698300
2020-09-30,10183.26953125,10266.9697265625,10169.7802734375,10187.0,56143300
2020-10-01,10256.9501953125,10312.3701171875,10209.990234375,10238.1201171875,45560200
2020-10-02,10143.6396484375,10252.400390625,10130.7900390625,10252.400390625,41456300
2020-10-05,10329.66015625,10345.330078125,10273.3603515625,10303.0595703125,44896300
2020-10-06,10292.669921875,10295.0595703125,10197.4697265625,10233.16015625,49718300
2020-10-07,10227.259765625,10268.25,10158.1904296875,10187.8798828125,44272300
2020-10-08,10229.919921875,10307.8896484375,10195.6201171875,10270.240234375,53936700
2020-10-09,10288.5302734375,10331.2001953125,10276.91015625,10320.0302734375,42461700
2020-10-12,10323.759765625,10390.400390625,10312.3798828125,10364.099609375,42308100
2020-10-13,10371.2099609375,10407.009765625,10316.6201171875,10336.3603515625,49894500
2020-10-14,10360.76953125,10386.0302734375,10275.1396484375,10292.66015625,43403900
2020-10-15,10173.7802734375,10173.7802734375,10032.4697265625,10067.9599609375,59476300
2020-10-16,10116.8603515625,10251.580078125,10111.25,10207.1298828125,56280300
2020-10-19,10263.169921875,10291.2802734375,10183.419921875,10184.3603515625,54076200
2020-10-20,10169.8798828125,10204.98046875,10122.51953125,10146.23046875,75468300
2020-10-21,10147.419921875,10159.7001953125,9989.75,9989.75,68040700
2020-10-22,9943.73046875,9999.0498046875,9890.1103515625,9999.0498046875,56533300
2020-10-23,9978.5,10061.4501953125,9971.3701171875,10023.900390625,63848800
2020-10-26,9956.349609375,10029.9697265625,9946.9296875,9985.6201171875,55498900
2020-10-27,9978.509765625,10000.5595703125,9861.83984375,9887.490234375,62059800
2020-10-28,9803.240234375,9803.41015625,9563.080078125,9618.650390625,84886400
2020-10-29,9660.419921875,9670.650390625,9496.2197265625,9556.1396484375,82863100
2020-10-30,9504.0595703125,9587.150390625,9494.51953125,9587.150390625,76409800
2020-11-02,9595.66015625,9802.5703125,9556.9296875,9791.6796875,63103500
2020-11-03,9821.1298828125,10003.8203125,9817.23046875,10003.8203125,77857500
2020-11-04,9996.5498046875,10301.26953125,9982.259765625,10286.7900390625,80496900
2020-11-05,10333.6103515625,10381.01953125,10268.91015625,10306.349609375,66638300
2020-11-06,10263.3095703125,10350.3798828125,10221.650390625,10322.5703125,58135700
2020-11-09,10405.9697265625,10644.2197265625,10350.0498046875,10417.990234375,117789800
2020-11-10,10389.83984375,10422.669921875,10310.419921875,10360.6904296875,119435300
2020-11-11,10369.4296875,10558.6298828125,10367.2197265625,10532.26953125,67520600
2020-11-12,10473.4404296875,10561.349609375,10459.41015625,10496.2001953125,59545100
2020-11-13,10494.4501953125,10513.900390625,10464.099609375,10492.6103515625,53386000
2020-11-16,10482.5595703125,10590.73046875,10460.6904296875,10586.740234375,85383100
2020-11-17,10582.2001953125,10628.41015625,10540.7197265625,10565.1201171875,72691100
2020-11-18,10532.580078125,10619.259765625,10501.41015625,10563.8896484375,58946700
2020-11-19,10475.4296875,10517.080078125,10468.41015625,10490.76953125,64913500
2020-11-20,10484.83984375,10528.330078125,10450.6103515625,10495.650390625,68354200
2020-11-23,10529.8896484375,10553.3203125,10453.91015625,10464.400390625,64019800
2020-11-24,10509.759765625,10514.9599609375,10435.01953125,10491.58984375,77387500
2020-11-25,10500.1103515625,10543.259765625,10481.98046875,10488.26953125,80364600
2020-11-26,10511.51953125,10524.8203125,10494.6904296875,10497.7900390625,41709200
2020-11-27,10496.2998046875,10505.7900390625,10452.1396484375,10501.1796875,49216200
2020-11-30,10471.4296875,10551.16015625,10452.509765625,10476.4296875,89565800
2020-12-01,10473.330078125,10495.1796875,10421.099609375,10449.2099609375,65052200
2020-12-02,10423.41015625,10476.349609375,10403.5400390625,10435.3603515625,67861900
2020-12-03,10429.8798828125,10452.830078125,10325.5302734375,10342.6298828125,63801500
2020-12-04,10369.08984375,10392.1796875,10338.91015625,10364.5,108992400
2020-12-07,10375.01953125,10422.9599609375,10337.419921875,10375.3798828125,49305400
2020-12-08,10387.4404296875,10407.6201171875,10265.3095703125,10394.099609375,48951200
2020-12-09,10412.83984375,10469.150390625,10378.51953125,10430.01953125,43138700
2020-12-10,10462.509765625,10485.4501953125,10375.9501953125,10395.9599609375,66197100
2020-12-11,10379.8896484375,10423.669921875,10291.98046875,10391.759765625,51078000
2020-12-14,10425.099609375,10459.76953125,10351.759765625,10373.0302734375,49927600
2020-12-15,10359.8095703125,10391.240234375,10319.419921875,10341.1796875,61571900
2020-12-16,10381.51953125,10456.7802734375,10355.1396484375,10456.7802734375,78707400
2020-12-17,10486.0302734375,10569.7001953125,10478.5,10540.3603515625,62311700
2020-12-18,10543.5498046875,10594.650390625,10518.7001953125,10523.8603515625,105808900
2020-12-21,10433.98046875,10449.3203125,10237.9404296875,10305.51953125,63535700
2020-12-22,10331.98046875,10413.9599609375,10329.990234375,10403.3701171875,37689600
2020-12-23,10402.8896484375,10439.9404296875,10376.7802734375,10411.919921875,37571400
2020-12-28,10495.1298828125,10611.33984375,10495.1298828125,10603.490234375,30110000
2020-12-29,10618.7099609375,10683.83984375,10599.8095703125,10682.0400390625,34004000
2020-12-30,10701.23046875,10749.6796875,10685.9404296875,10703.509765625,35196000
2021-01-05,10718.650390625,10793.599609375,10671.2802734375,10694.08984375,55150900
2021-01-06,10674.8701171875,10759.2001953125,10620.740234375,10747.080078125,79431400
2021-01-07,10743.5,10826.8701171875,10686.740234375,10778.669921875,77904600
2021-01-08,10828.5302734375,10838.8603515625,10777.41015625,10797.990234375,66305000
2021-01-11,10807.08984375,10883.23046875,10750.5400390625,10870.419921875,50282000
2021-01-12,10883.1904296875,10896.3603515625,10829.099609375,10875.25,56736900
2021-01-13,10874.2900390625,10907.08984375,10846.8798828125,10846.8798828125,47459000
2021-01-14,10847.23046875,10891.8701171875,10809.080078125,10850.8095703125,45420600
2021-01-15,10830.150390625,10901.2001953125,10825.23046875,10877.0595703125,78560900
2021-01-18,10864.990234375,10900.9404296875,10850.5703125,10888.5400390625,33619400
2021-01-19,10927.1796875,10944.8798828125,10869.4296875,10876.98046875,48243600
2021-01-20,10888.7900390625,10993.5400390625,10872.7998046875,10945.4599609375,43803000
2021-01-21,10997.849609375,11004.4404296875,10908.7099609375,10913.1103515625,41193000
2021-01-25,10980.33984375,11014.2802734375,10918.5595703125,10925.7001953125,55639400
2021-01-26,10933.8798828125,11013.8095703125,10919.91015625,10964.0498046875,70503700
2021-01-27,10921.599609375,11000.0498046875,10832.08984375,10904.240234375,77861500
2021-01-28,10821.740234375,10918.3603515625,10712.7802734375,10849.8203125,63703300
2021-01-29,10721.16015625,10742.8603515625,10591.0595703125,10591.0595703125,70159400
2021-02-01,10666.16015625,10751.66015625,10650.6396484375,10740.2197265625,46901200
2021-02-02,10755.91015625,10857.0498046875,10748.900390625,10803.5703125,51701500
2021-02-03,10866.509765625,10887.509765625,10762.830078125,10775.6796875,46200500
2021-02-04,10739.2001953125,10866.6298828125,10731.6796875,10860.9501953125,53655400
2021-02-05,10855.599609375,10857.0,10745.0302734375,10755.4697265625,43441300
2021-02-08,10803.9697265625,10844.1103515625,10778.830078125,10778.830078125,44225100
2021-02-09,10757.1396484375,10817.7099609375,10735.16015625,10803.669921875,40861800
2021-02-10,10818.1396484375,10900.1103515625,10774.9404296875,10825.75,42872800
2021-02-11,10821.7802734375,10881.169921875,10813.0,10852.91015625,33699400
2021-02-12,10836.599609375,10890.8203125,10816.7099609375,10880.3701171875,31203400
2021-02-16,10924.599609375,10953.419921875,10900.1796875,10907.599609375,40831000
2021-02-18,10809.830078125,10834.259765625,10714.5595703125,10717.7099609375,51069500
2021-02-19,10744.3701171875,10773.76953125,10704.75,10704.75,60375700
2021-02-22,10632.1103515625,10716.26953125,10610.650390625,10697.3798828125,46867500
2021-02-23,10702.0595703125,10729.740234375,10529.0302734375,10609.0302734375,51072400
2021-02-24,10630.58984375,10771.25,10626.76953125,10727.7001953125,59226200
2021-02-25,10745.2001953125,10746.08984375,10656.650390625,10658.8701171875,46972600
2021-02-26,10532.3095703125,10686.01953125,10513.4296875,10522.2197265625,64961800
2021-03-01,10659.259765625,10713.41015625,10606.080078125,10706.58984375,47871700
2021-03-02,10713.1201171875,10855.990234375,10704.3798828125,10817.150390625,55409100
2021-03-04,10720.23046875,10769.3798828125,10688.3095703125,10750.08984375,54422700
2021-03-05,10657.8798828125,10691.5302734375,10607.7900390625,10607.7900390625,55107700
2021-03-08,10687.66015625,10838.2900390625,10659.0703125,10830.3798828125,55306400
2021-03-09,10775.0703125,10857.9697265625,10746.7099609375,10857.9697265625,53954400
2021-03-10,10801.23046875,10933.8896484375,10788.33984375,10909.76953125,46792000
2021-03-11,10894.83984375,10917.740234375,10859.5,10883.23046875,51944900
2021-03-12,10850.3896484375,10872.2099609375,10830.2802734375,10839.9296875,49626500
2021-03-15,10858.5,10905.1904296875,10842.830078125,10867.330078125,45830100
2021-03-16,10925.0498046875,10968.5400390625,10916.0,10944.48046875,485900
2021-03-17,10934.4697265625,10947.3896484375,10881.5,10922.490234375,508800
2021-03-18,10912.75,10983.23046875,10896.41015625,10973.759765625,68762600
2021-03-19,10915.4697265625,10975.900390625,10891.669921875,10967.3701171875,143857700
2021-03-22,10931.5595703125,11048.580078125,10928.33984375,11048.580078125,51626500
2021-03-23,11030.8896484375,11118.330078125,11016.2099609375,11098.66015625,48422000
2021-03-24,11048.58984375,11106.9404296875,11033.3701171875,11063.8701171875,43812200
2021-03-25,11026.650390625,11102.7802734375,11017.3203125,11098.8095703125,52085500
2021-03-26,11113.900390625,11143.8603515625,11091.6298828125,11116.8095703125,46264000
2021-03-29,11127.740234375,11132.0,11058.6904296875,11089.599609375,117373800
2021-03-30,11110.6396484375,11138.1103515625,11079.8798828125,11121.419921875,79382900
2021-03-31,11114.8896484375,11123.259765625,11047.01953125,11047.3701171875,76397500
2021-04-01,11102.2900390625,11141.2001953125,11080.5595703125,11118.0302734375,53530400
2021-04-06,11170.599609375,11213.7900390625,11142.669921875,11182.9501953125,80579800
2021-04-07,11147.3701171875,11163.33984375,11108.330078125,11128.1796875,53400300
2021-04-08,11129.1396484375,11206.8798828125,11128.669921875,11206.8798828125,45600000
2021-04-09,11206.849609375,11247.009765625,11190.7001953125,11238.51953125,59491200
2021-04-12,11220.76953125,11238.3798828125,11166.3203125,11181.349609375,43543800
2021-04-13,11174.080078125,11180.9599609375,11094.83984375,11122.3701171875,49992700
2021-04-14,11135.6904296875,11182.330078125,11121.8701171875,11156.2099609375,54605000
2021-04-15,11160.900390625,11226.25,11156.5595703125,11198.7001953125,51925500
2021-04-16,11198.580078125,11262.9697265625,11169.009765625,11262.9697265625,60213200
2021-04-19,11245.009765625,11266.7802734375,11183.5595703125,11209.83984375,47832700
2021-04-20,11203.080078125,11216.349609375,11065.8701171875,11078.98046875,53953700
2021-04-21,11119.4404296875,11229.150390625,11117.6201171875,11209.08984375,57623700
2021-04-22,11214.23046875,11254.91015625,11197.5400390625,11224.900390625,99097900
2021-04-23,11211.91015625,11217.8896484375,11130.3095703125,11200.5400390625,60883900
2021-04-26,11194.400390625,11201.7998046875,11131.1904296875,11162.08984375,54299300
2021-04-27,11147.580078125,11178.419921875,11068.23046875,11092.080078125,61400400
2021-04-28,11106.8203125,11126.6904296875,11070.7197265625,11103.4599609375,50802200
2021-04-29,11137.1796875,11162.2001953125,11064.2802734375,11079.509765625,49377400
2021-04-30,11103.990234375,11123.349609375,11022.33984375,11022.33984375,48384300
2021-05-03,11072.5400390625,11148.0595703125,11056.7099609375,11119.0,34465500
2021-05-04,11123.4404296875,11144.830078125,10959.7802734375,10970.9296875,49994300
2021-05-06,11129.849609375,11139.6298828125,11062.6904296875,11111.099609375,49963800
2021-05-07,11140.830078125,11173.5703125,11106.419921875,11173.5703125,47442300
2021-05-10,11157.759765625,11159.080078125,11086.98046875,11123.669921875,40932200
2021-05-12,11014.330078125,11069.240234375,10981.7998046875,11033.900390625,47616100
2021-05-14,11101.48046875,11129.8701171875,11066.599609375,11120.76953125,41027200
2021-05-17,11133.2998046875,11163.990234375,11084.51953125,11135.3701171875,39926000
2021-05-18,11178.4697265625,11205.6904296875,11116.2998046875,11141.75,36718300
2021-05-19,11060.740234375,11099.5400390625,10993.7197265625,11045.2001953125,46757000
2021-05-20,11091.3203125,11152.080078125,11054.419921875,11152.080078125,42271500
2021-05-21,11205.8095703125,11239.2001953125,11138.900390625,11225.580078125,43988800
2021-05-26,11325.419921875,11382.3203125,11310.419921875,11348.740234375,40702000
2021-05-27,11341.1904296875,11408.6103515625,11321.1103515625,11340.26953125,77076000
2021-05-28,11345.400390625,11443.9697265625,11326.75,11426.150390625,40919400
2021-06-01,11415.2001953125,11501.349609375,11389.8798828125,11434.8798828125,38214700
2021-06-02,11455.7900390625,11495.3095703125,11455.5400390625,11470.349609375,32650400
2021-06-03,11445.7998046875,11510.599609375,11424.8095703125,11510.599609375,31906400
2021-06-04,11514.9501953125,11570.6796875,11505.2099609375,11570.6796875,29857200
2021-06-07,11535.8798828125,11641.3095703125,11530.6396484375,11630.66015625,29567100
2021-06-08,11664.23046875,11702.919921875,11647.0498046875,11656.8896484375,42707900
2021-06-09,11639.599609375,11788.099609375,11630.509765625,11788.099609375,36219900
2021-06-11,11798.98046875,11873.6298828125,11783.41015625,11841.2998046875,35631000
2021-06-14,11871.1298828125,11895.5400390625,11837.8896484375,11866.41015625,30023700
2021-06-15,11902.5400390625,11963.599609375,11892.4697265625,11921.9697265625,34317900
2021-06-16,11935.259765625,11995.8203125,11923.3095703125,11982.0302734375,43487400
2021-06-17,11943.7099609375,12017.759765625,11914.51953125,12011.1103515625,53742700
2021-06-18,12023.2802734375,12072.1103515625,11930.98046875,11941.25,148055100
2021-06-21,11882.5400390625,11995.6298828125,11874.1103515625,11995.6298828125,39384200
2021-06-22,11983.259765625,11991.3095703125,11913.4404296875,11982.48046875,34162400
2021-06-23,11965.08984375,11988.0,11898.6201171875,11898.6201171875,37293700
2021-06-24,11929.91015625,12010.58984375,11925.91015625,11993.6396484375,39141800
2021-06-25,11974.5302734375,12003.6904296875,11970.4404296875,11999.7001953125,32556100
2021-06-28,11997.6396484375,12035.9501953125,11986.8798828125,12009.169921875,30879200
2021-06-29,12015.580078125,12071.2900390625,12012.41015625,12028.4501953125,32486000
2021-06-30,12022.5703125,12034.919921875,11931.48046875,11942.7197265625,37611300
2021-07-01,11993.98046875,12015.66015625,11901.8603515625,11977.0302734375,29583100
2021-07-02,12023.4599609375,12061.580078125,11939.8203125,11964.83984375,30848200
2021-07-06,11959.6904296875,12025.4404296875,11933.4697265625,11965.2197265625,30616700
2021-07-07,11990.4697265625,12085.509765625,11990.4697265625,12085.509765625,34846200
2021-07-08,12034.51953125,12035.509765625,11863.8095703125,11924.66015625,46662900
2021-07-09,11949.9697265625,12005.4501953125,11935.490234375,11989.8095703125,38359200
2021-07-12,11979.8603515625,12081.6201171875,11959.9296875,12081.6201171875,30658300
2021-07-13,12061.080078125,12078.919921875,12019.8603515625,12071.0498046875,30458200
